"aspect","aspect_keyword","aspect_sentiment","confidence_score","flag","id","polarity","response_confidence_score","review_text","reviewer_id","reviewer_name","sentiment_keyword","source_name","source_review_id","star_rating","response"
"[]","[]","[]","91.04","0","108360","positive","98.0","Dogs dont  enjoy","amzn1.account.AH6RSPJIHTP2SACSME7LKT6T34SQ","Ashim","[[enjoy]]","Amazon India","R3OAIQKUNN5TJZ","4.0 out of 5 stars","Dear Ashim,Thanks, we appreciate your feedback. "
"[]","[]","[]","87.955","0","110418","positive","96.0","Its good and my Lab cleans the bowl that shines as if its jusr wash. Its a nice add on.","amzn1.account.AGS5POKS5ZNL4HDMLM6OX23J25AA","vikas sarin","[[good, nice, good and, a nice]]","Amazon India","R3OAVB277ZHN5V","5.0 out of 5 stars","Dear vikas sarin,Thanks, we appreciate your feedback. "
"[]","[]","[]","44.245","0","107063","positive","98.0","Good","amzn1.account.AHSHYDDDK7OBL3V4VNLCKU3N2E2A","AE","[]","Amazon India","R3OB6G940GIMTM","5.0 out of 5 stars","Dear AE,Thanks, we appreciate your feedback. "
"[]","[]","[]","91.015","0","106333","positive","98.0","My cats love it.....So can't complain","amzn1.account.AE5SACZVGHMZMS26HYPJSIKAJ3PQ","Broken","[[love, complain]]","Amazon India","R3OBC5PQ8DRO3W","5.0","Dear Broken,Thanks, we appreciate your feedback. "
"[]","[]","[]","58.075","0","109336","positive","96.0","My below 5 months old kitten Dulari loves so much.she looks healthier and satisfied with this kitten food.","amzn1.account.AG4G27FIJBV4N54ZECAWRMOLR5MQ","Amit Kumar","[[loves, satisfied]]","Amazon India","R3OBCDCR8BCUH3","5.0 out of 5 stars","Dear Amit Kumar,Thanks, we appreciate your feedback. "
"[]","[]","[]","44.245","0","107555","positive","98.0","good as expected","amzn1.account.AHGJHN2KJXXKM4GHJ2K5Z6XCYAMA","mahesh m. salekar","[[good, good as, as expected]]","Amazon India","R3OBMJ11M25W2K","5.0","Dear mahesh m. salekar,Thanks, we appreciate your feedback. "
"[]","[]","[]","96.15","0","109316","positive","98.0","My kitty loved it.","amzn1.account.AEX5YSYTXPVHYPAXKANFRQV72SEQ","Bhairav","[[loved]]","Amazon India","R3OBZRJ8QTIWNK","5.0 out of 5 stars","Dear Bhairav,Thanks, we appreciate your feedback. "
"[product-overall]","[dog]","[]","-42.295","0","107405","negative","100.0","My 3 months old lab like this very much.  I used this for dog training","amzn1.account.AFC3URLXJMB2MBKQPERZIJ6QDKMA","B. Thiagarajan","[[like]]","Amazon India","R3OC9E3GQW20UM","5.0 out of 5 stars","Dear B. Thiagarajan, We apologize for the inconvenience caused. Please get in touch with us on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[]","[]","[]","46.885","0","106729","positive","98.0","Perfect as expected","amzn1.account.AH5ZFKKEPVPK6BFLYE4JQPAIMFNQ","Gabriel","[[perfect, as expected]]","Amazon India","R3OD2ISOBH62D2","5.0 out of 5 stars","Dear Gabriel,Thanks, we appreciate your feedback. "
"[product-overall, smell]","[dog, smells]","[]","45.9875","0","108438","positive","100.0","There is a chance for more palatable.My dog is not showing much interest.It smells and after so much of pursuation it is eating.Mine is Doberman","amzn1.account.AGBNNYOH2ULBCGR4CIOI6HDTAZEQ","Palle Sudhir","[[smells]]","Amazon India","R3OE9OPPOBEP6B","5.0 out of 5 stars","Dear Palle Sudhir, We at pedigree are happy to know how pedigree was preferred by your dog! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","-92.31","0","110975","negative","98.0","Cats like it but not love it","amzn1.account.AHRSJ3GNSEQF7RXV2BSMMPQKMV4A","Experienced Buyer","[[like, love]]","Amazon India","R3OEL1HDQ0BONG","4.0 out of 5 stars","Dear Experienced Buyer,Thanks, we appreciate your feedback. "
"[]","[]","[]","47.435","0","106471","positive","98.0","all age cats love it...now they wait for me to come come","amzn1.account.AF75B4BH2RTXQ42H6DSRQIYF4PFA","Amazon Customer","[[love]]","Amazon India","R3OFP32PSF087T","5.0 out of 5 stars","Dear Amazon Customer,Thanks, we appreciate your feedback. "
"[product-overall]","[product]","[]","45.495","0","106776","positive","100.0","very good product.","amzn1.account.AEA7J6DI2EKMQXKVG3U47MNE5F5A","K.S.Chauhan","[[good, very good]]","Amazon India","R3OIH3CAD57MAK","5.0 out of 5 stars","Dear K.S.Chauhan, thanks for your valuable feedback. We are happy that the product could reach your expectations."
"[]","[]","[]","38.41","0","107793","positive","98.0","ok","amzn1.account.AFQTLC2AWFLMAAND26OTD2FFEFTQ","chellakutti","[]","Amazon India","R3OJQY48UL76D6","4.0","Dear chellakutti,Thanks, we appreciate your feedback. "
"[]","[]","[]","46.885","0","108670","positive","98.0","Excellent","amzn1.account.AEKJJXVZGB5RYTWKKSERQPSVUCCQ","dr abhishek","[]","Amazon India","R3OJSHYCUNIB1M","5.0 out of 5 stars","Dear dr abhishek,Thanks, we appreciate your feedback. "
"[]","[]","[]","47.01","0","109876","positive","96.0","My cat at first didn't touched it but later he enjoyed..once in a while use as treat","amzn1.account.AGVWCSTJSBY42SG6POYDE777563Q","K","[[treat]]","Amazon India","R3OLMGFRS65UM9","4.0 out of 5 stars","Dear K,Thanks, we appreciate your feedback. "
"[]","[]","[]","81.24","0","106766","positive","98.0","They eat so well","amzn1.account.AGUQC4YWTD24Z72EUKGBUMXBK5EQ","Amazon Customer","[[well]]","Amazon India","R3OMITIQMCY9SC","5.0","Dear Amazon Customer,Thanks, we appreciate your feedback. "
"[product-overall]","[product]","[]","43.71","0","107640","positive","100.0","nice product","amzn1.account.AEWBKWWFNBJCI7FGFV2AYQDNOLBA","shashwat","[[nice]]","Amazon India","R3ONGRPTVFE75P","5.0","Dear shashwat, We at pedigree are cheerful to realize that the nourishment was loved by your pet! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","44.245","0","110570","positive","98.0","Good","amzn1.account.AECQUQZBXHDUJA4VYWAPRILWE4RA","Amazon Customer","[]","Amazon India","R3ONYPH25RLOL","4.0 out of 5 stars","Dear Amazon Customer,Thanks, we appreciate your feedback. "
"[]","[]","[]","24.6633333333","0","106390","positive","96.0","My cats r luvin dis..they ve bcm healthier as well..nd they dnt evn considr to eat nethn els","amzn1.account.AHW4X2MTHSCDPYXJW2JUMIFJ5ZQQ","Monami Chaudhuri","[]","Amazon India","R3OOJO7OWU8HL9","5.0 out of 5 stars","Dear Monami Chaudhuri,Thanks, we appreciate your feedback. "
"[customer-care, etailers, product-overall, service]","[order, amazon, product, service]","[]","68.725","0","109305","positive","100.0","It's really good product. My cat loves it. So I'm going to order more.. Thanks whiskas, n amazon for excellent service.","amzn1.account.AG5AUHZJ5I7QZZGIOKRAOP6BCBQQ","Rukhsar","[[good, loves, thanks, excellent, really good]]","Amazon India","R3OPTIOGXQD0B3","5.0 out of 5 stars","Dear Rukhsar, Happy to know that the product could live upto the your expectations! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","47.435","0","109209","positive","98.0","kittens love it","amzn1.account.AHSMGY4UXI3WRHO5WQJLPF4NFK2Q","Mangal Singh","[[love]]","Amazon India","R3ORC2JPJ4OC6K","5.0 out of 5 stars","Dear Mangal Singh,Thanks, we appreciate your feedback. "
"[packaging, packaging]","[packet, packet was torn]","[[torn]]","-35.355","0","107886","negative","100.0","The packet was torn.  Eaten by rodent.","amzn1.account.AEGGWS67ANHQX7VPAYGW6LPHFN5Q","Amazon Customer","[[torn]]","Amazon India","R3OTJ9GN9YS5YG","1.0","Dear Amazon Customer, We are sorry for the difficulty caused to you and your pet. Please share your contact details so that we can help you better on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[dog-user-breed, food-ingredients, food-shapes, packaging, service, ease-of-intake, likability]","[retriever, chicken, chunks, packets, experience]","[[digestable], [enticing]]","38.41","0","112587","positive","100.0","The broth/liquid in the packets are very enticing to pups. But kindly avoid feeding pups too much as the chicken chunks aren't that digestable unless you're a grown dogPersonal experience with a golden retriever","amzn1.account.AGGYPRQN2N6KJQ5GOJ7M4NHWG32A","Ashwin Thomas","[[enticing, kindly, golden, too much]]","Amazon India","R3OVFS2DU7DOSV","3.0","Dear Ashwin Thomas, We're happy to know your pet appreciates pedigree. Do continue imparting more pedigree encounters to us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","47.585","0","107052","positive","98.0","grt","amzn1.account.AFCYFRNE4VWOLYZ4W742IV7QXYKQ","Amazon Customer","[]","Amazon India","R3OYHE0LS66M5O","5.0 out of 5 stars","Dear Amazon Customer,Thanks, we appreciate your feedback. "
"[product-overall]","[dog]","[]","86.19","0","108198","positive","100.0","my dog loves it!","amzn1.account.AFWXAM2GTANTYCJKJI2QG6GM2MHA","Debolina Sengupta","[[loves]]","Amazon India","R3P04HXKODZV8T","5.0","Dear Debolina Sengupta, thanks for your valuable feedback. We are happy that the product could reach your expectations."
"[delivery, product-overall, delivery]","[delivery, timely delivery, product]","[[timely]]","93.77","0","107899","positive","100.0","Excellent Product and timely delivery.","amzn1.account.AHBMPLMWCAPKM7QNANTL3KCJUSOQ","Navin Bhasin","[[excellent, timely]]","Amazon India","R3P0TRBSS68L9S","5.0","We are happy that the product met your expectations! Thanks Navin Bhasin for leaving the review."
"[]","[]","[]","44.245","0","110633","positive","98.0","Bright teeth","amzn1.account.AEZJHBJYB3ZITDNMHPIRUQXIEZ5A","vijay kumar","[[bright]]","Amazon India","R3P3TCK24KA2JF","5.0 out of 5 stars","Dear vijay kumar,Thanks, we appreciate your feedback. "
"[delivery, packaging, product-condition]","[delivery, packaging, manufacturing date]","[]","35.2166666667","0","106434","positive","100.0","My Cat Billu love to Eat this. packaging was good & took 4-5 days for delivery which is almost good. One thing i feel is manufacturing date should have been for last month but it is 2 months old.","amzn1.account.AGCQM4BEFIXDE3TCG2LJC4LMN3EQ","Nitesh Mhatre","[[love, good, last, was good]]","Amazon India","R3P4BQ6ZT5FXDV","4.0 out of 5 stars","We are happy that the product met your expectations! Thanks Nitesh Mhatre for leaving the review."
"[]","[]","[]","79.26","0","109289","positive","98.0","My kitten liked it","amzn1.account.AH5QFCRSBRNVMYN7OLOHZUUB74VA","Amazon Customer","[[liked]]","Amazon India","R3P7NEH1H2FXOP","4.0 out of 5 stars","Dear Amazon Customer,Thanks, we appreciate your feedback. "
"[price, product-overall, vfm]","[price, product, price]","[]","49.84","0","109426","positive","100.0","OMG! the kittens goes mad over it like super mad they will get fat if you don't control the quantity so watch out for that i haven't tried any other product to compare price or anything else but kittens sure more than love it","amzn1.account.AHX23N2Y2NDUGQ5FQTNIMZ2K2EWA","Shubham","[[mad, like, super, fat, love]]","Amazon India","R3P7Y0GC41ELZJ","5.0 out of 5 stars","Dear Shubham, Cheerful to realize that the item could live upto the your desires! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[packaging]","[packet]","[]","44.76","0","113719","positive","98.0","Packet was not handled carefully. I recieved a teared off pcket. But rest all was good.","amzn1.account.AGJG6QKT6SV6NKCFBCU5ZPJ3NCWA","Nitin Raj","[[good, was good]]","Amazon India","R3P8BEJKC749KU","4.0","Dear Nitin Raj, thanks for your valuable feedback. We are happy that the product could reach your expectations."
"[etailers, service]","[amazon, experience, place]","[]","24.475","0","108313","positive","100.0","Yes, it was a great experience.  Since I have requirement of the same for every month I was expecting to get it from Amazon. Last month while booking I found that my address is out of deliverable list . Therefore I had to manage it from different place.","amzn1.account.AEFBZIDSLNK2EKKEPPNUQIZ75FIA","Prasenjit S.","[[great, last, a great]]","Amazon India","R3P8I49M8IFWW9","5.0","Dear Prasenjit S., Glad to understand that your dog prefers pedigree! Continue writing your magnificent encounters to everyone. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[deals-offers, etailers, product-overall]","[deal, amazon, dog, product]","[]","62.0366666667","0","107761","positive","100.0","Great deal for dog lovers. Everytime we buy from Amazon . good product","amzn1.account.AG7LCB6AUDFGNMGE7IHVCYPPTTFA","Amazon Customer","[[great, good]]","Amazon India","R3P9C76K18H0RF","5.0","Dear Amazon Customer, Glad to understand that your dog prefers pedigree! Continue writing your magnificent encounters to everyone. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[price, vfm, vfm]","[price, price]","[[worth]]","88.49","0","111222","positive","100.0","It's worth the price","amzn1.account.AESSFX6DP7QOXZONEEHCK4MTL7EQ","santosh","[]","Amazon India","R3P9HBSI0TWZI3","4.0","Dear santosh, We're upbeat that you and your dog are satisfied using the product! Appreciate you writing back to us! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","44.245","0","107325","positive","98.0","its good","amzn1.account.AHF7HJVBD2XAQX24IUE5USFYRB2Q","Alok","[[good]]","Amazon India","R3PB55M5F3U8YS","3.0 out of 5 stars","Dear Alok,Thanks, we appreciate your feedback. "
"[product-overall]","[product]","[]","36.04","0","107891","positive","98.0","Good in the past but your product has not reached me so far. It's for see picture !","amzn1.account.AEECMMQ57GXKH5ZNDZTDS5ZAMABA","Mona Lisa","[[good, good in]]","Amazon India","R3PE7U8734ZGTJ","5.0","Dear Mona Lisa, Glad to understand that your dog prefers pedigree! Continue writing your magnificent encounters to everyone. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall]","[dog]","[]","81.37","0","111055","positive","100.0","My dog crazy for this","amzn1.account.AEN3GGOWJ35GD63DO5UEM6XDYEVA","Kiran  malhotra","[[crazy]]","Amazon India","R3PEA6UCK305OQ","5.0","Dear Kiran  malhotra, At pedigree clients are our top priority, happy to realize that we can satisfy that! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","23.85","0","106382","positive","94.0","Good stuff and my cat loves it...only thing is you need to give some water after the serving as the cat gets dehydrated. So suggestion is to keep some water nearby. Otherwise good stuff","amzn1.account.AGHV42CKCCIOMQAUUAEOX3VJTGFA","Donald Ivan","[[good, loves]]","Amazon India","R3PEC03ZSDGA3H","4.0 out of 5 stars","Dear Donald Ivan,Thanks, we appreciate your feedback. "
"[]","[]","[]","87.42","0","106509","positive","98.0","Thank's from my lovely miaoo.","amzn1.account.AGQFNZO6SM3FRGJBRWQPND3QIPZQ","Amazon Customer","[[thank, lovely]]","Amazon India","R3PF5MSWA9JQDE","5.0 out of 5 stars","Dear Amazon Customer,Thanks, we appreciate your feedback. "
"[]","[]","[]","38.41","0","106207","positive","98.0","ok","amzn1.account.AFLPISIYQCUV2UZQPHRZI7ZZBQCA","Ashok Surya","[]","Amazon India","R3PFMMKGY7SKTU","4.0 out of 5 stars","Dear Ashok Surya,Thanks, we appreciate your feedback. "
"[]","[]","[]","43.095","0","106162","positive","98.0","Happy","amzn1.account.AGP4UEP2HJUXFKKJEBIJMFAIO6XQ","Amazon Customer","[]","Amazon India","R3PH94BZSJ2VDC","5.0 out of 5 stars","Dear Amazon Customer,Thanks, we appreciate your feedback. "
"[]","[]","[]","45.495","0","106371","positive","98.0","Very good.","amzn1.account.AEHNFPLO35FSY6YJD6PBY24KOUVA","honey","[[good]]","Amazon India","R3PHX9Z7DTR99S","5.0 out of 5 stars","Dear honey,Thanks, we appreciate your feedback. "
"[product-overall]","[product]","[]","22.548","0","109391","positive","96.0","it was the first cat food i ordered and i was not sure about it. but it turned out as an awesome product. my cats loved it. even the shy one was aggressively asking for this. a really good product.","amzn1.account.AFPJSHHRV4IEC32OTOUM6BGMR5PA","Akhil","[[awesome, loved, good, an awesome, really good, a really good]]","Amazon India","R3PIEK735N8H5T","5.0 out of 5 stars","Dear Akhil, Glad to realize that your dog prefers pedigree! Continue writing your magnificent encounters to every one of us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[packaging]","[]","[[open]]","-68.87","0","107267","negative","98.0","THAN I OPEN PARSAL ,PARSAL IS FULLY CUTTED BY MOUSE","amzn1.account.AHT3YJZLOUXZ5ZWRWFKOYE6EJ3UA","NIPAM","[[open]]","Amazon India","R3PKKH38U9JSJ9","1.0 out of 5 stars","Dear NIPAM, We are sorry for the difficulty caused to you and your pet. Please share your contact details so that we can help you better on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[product-overall, health, product-overall]","[dog]","[[healthy], [recommend]]","67.225","0","108725","positive","98.0","My dog loves it..he looks more healthy .he is a German shepherd.i would recommend this strongly..","amzn1.account.AE6QLJJR4BJSWJ22XAIZCEIHL4HA","Rajeswari","[[loves, healthy, recommend]]","Amazon India","R3PKZERK6QV6GK","5.0 out of 5 stars","Dear Rajeswari, We're upbeat that you and your dog are content with the product! Thanks for composing back! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall]","[product]","[]","44.245","0","107493","positive","100.0","Good product","amzn1.account.AH6BVO5JPYQHJQYV5Q6HG3KKJ2TQ","Anupam tiwari","[[good]]","Amazon India","R3PL4Q51JBL1PK","5.0 out of 5 stars","Dear Anupam tiwari, We're happy to know your pet appreciates pedigree. Do continue imparting more pedigree encounters to us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","47.435","0","107274","positive","98.0","Delivered on time. And my puppies love it.","amzn1.account.AGSF6MHKX4AJBSFVLXTDJUCLOCXQ","Anonymous","[[love, on time]]","Amazon India","R3PLMRPULZQW3W","4.0 out of 5 stars","Dear Anonymous,Thanks, we appreciate your feedback. "
"[]","[]","[]","45.115","0","110525","positive","98.0","Very nice","amzn1.account.AEGXKHJLBRJTSYKE4RQZZ6EC2IAQ","Xyz","[[nice]]","Amazon India","R3PMHT8KSWPHOH","5.0 out of 5 stars","Dear Xyz,Thanks, we appreciate your feedback. "
"[delivery, dog-user-breed, packaging, product-overall]","[delivery, gsd, packing, pedigree]","[]","33.5225","0","109034","positive","100.0","What to review this really. (Ha ha ha) Need to ask Panzer about it. My GSD as usual ate it. Packing was ok types. Delivered by ECOM express. Delivery speed was average. Which was fine.Veg Pedigree for him.","amzn1.account.AHXQCY6BPPEUPT4TM7PZYBCDMXOQ","BBM","[[ok, average]]","Amazon India","R3PMVB2GIRU5KT","5.0 out of 5 stars","Dear BBM, Glad to hear your wonderful experience with pedigree, do keep writing to us with more such awesome experiences! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","83.21","0","108653","positive","98.0","My dogs likes it very much.","amzn1.account.AGYLUAXH5JV6XQFY4JNHJRL2DK6A","Jagan Mohan","[[likes]]","Amazon India","R3PMXF0QUEVNIG","5.0 out of 5 stars","Dear Jagan Mohan,Thanks, we appreciate your feedback. "
"[product-overall]","[dog]","[]","98.33","0","108539","positive","100.0","Good food, loved by my dog.","amzn1.account.AH3WNAS4KBEFQ44WN44ATGBTJ26Q","Amazon Customer","[[good, loved]]","Amazon India","R3PNSI5QNUEIF8","5.0 out of 5 stars","Dear Amazon Customer, We're pleased to know your dog appreciates pedigree. Do continue imparting more pedigree encounters to all of us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall]","[puppy]","[]","88.59","0","107443","positive","100.0","Very Good Product.. My Puppy loves to eat it","amzn1.account.AGXEJHRIM4BOGCOS75XB5CKLU3RQ","Srikrishna Pattnayak","[[good, loves, very good]]","Amazon India","R3PNVVNSE3IXX6","4.0 out of 5 stars","We are happy that the product met your expectations! Thanks Srikrishna Pattnayak for leaving the review."
"[]","[]","[]","44.245","0","107242","positive","98.0","V good","amzn1.account.AHYMHFBK2JDAMFDLLPUWDPKHO5IQ","Amazon Customer","[[good]]","Amazon India","R3PO0BMUXLWVX7","4.0 out of 5 stars","Dear Amazon Customer,Thanks, we appreciate your feedback. "
"[deals-offers, price, vfm, vfm]","[deal, money, value]","[[value for money]]","95.7","0","107595","positive","100.0","Value for money and good deal","amzn1.account.AG3WJLMMLWXJE5Y63UTXDJG6RCNA","Amazon Customer","[[good]]","Amazon India","R3PO1MFNKXW7QV","4.0","Dear Amazon Customer, We're upbeat that you and your dog are satisfied using the product! Appreciate you writing back to us! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","90.23","0","108199","positive","98.0","Very nice and prompt.","amzn1.account.AGGXYQJVORDTBWKD57ZLFDYZ4DAQ","Shiv Kumar Sharma","[[nice, prompt, very nice]]","Amazon India","R3PO4ORNOE2Z2U","5.0","Dear Shiv Kumar Sharma,Thanks, we appreciate your feedback. "
"[product-overall, nutritional-information]","[product]","[[nutritional]]","87.3666666667","0","109627","positive","98.0","Product is good. Nutritional values are appropriate. But dogs dont seem to like it much initially","amzn1.account.AF7OR4MP47DK6GDGGNV3BJAVLDXQ","GARIMA JAIN","[[good, appropriate, like]]","Amazon India","R3POD1RF8JYSW9","4.0 out of 5 stars","Dear GARIMA JAIN, At pedigree clients are our top priority, happy to realize that we can satisfy that! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall]","[product]","[]","96.71","0","106870","positive","100.0","Good product good packing..","amzn1.account.AGNWGBWY2JFFGMEQYHSLAWHA6PDQ","Amazon Customer","[[good]]","Amazon India","R3POK1AEY7NP3D","5.0 out of 5 stars","Dear Amazon Customer, We at pedigree are happy to know how pedigree was preferred by your dog! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","47.435","0","112584","positive","98.0","Dogs love it","amzn1.account.AGXTHW2VMNQXJMRF3SQ4W57CU6BQ","Amazon Customer","[[love]]","Amazon India","R3PQO1L3C8BI86","5.0","Dear Amazon Customer,Thanks, we appreciate your feedback. "
"[]","[]","[]","94.87","0","112829","positive","98.0","My cats love it!","amzn1.account.AFNZUNKFBIIC44CTCWW5B5ZXCFAA","Krishna Gupte","[[love]]","Amazon India","R3PQU0ZP5K6R5X","5.0","Dear Krishna Gupte,Thanks, we appreciate your feedback. "
"[]","[]","[]","99.3","0","108778","positive","98.0","BOW WOW WOW WOW !!!","amzn1.account.AGXKCDFW44AH5OUSKB75WBITGTPA","pongo","[[wow]]","Amazon India","R3PSRH6ER3J7X9","5.0 out of 5 stars","Dear pongo,Thanks, we appreciate your feedback. "
"[food-ingredients, product-overall, food-quality]","[chicken, dog, pedigree]","[[fresh food]]","-58.585","0","109716","negative","100.0","My dog who has been brought up for past 11 years on chicken pedigree apart from fresh food did not much like the Senior dog version.  It was his birthday treat but did not enjoy it :-(","amzn1.account.AFSQL5J7XCYOMB76YTGABGUKOTKA","kavita","[[fresh, like, treat, enjoy]]","Amazon India","R3PTCBY70R2KNL","3.0 out of 5 stars","Dear kavita, We are sorry for the inconvenience caused. Please get in touch with us on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[taste]","[flavor]","[]","-26.96","0","106084","negative","100.0","My cat liked it but it got bored of the flavor in a month.","amzn1.account.AEG6PEAGX3OJ23LOB6LCYMERFNRQ","shankar","[[liked, bored]]","Amazon India","R3PU9M698EIGH5","5.0 out of 5 stars","Dear shankar, We are sorry for the difficulty caused to you and your pet. Please share your contact details so that we can help you better on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[product-overall]","[dog]","[]","86.19","0","110249","positive","100.0","My  dog loves this","amzn1.account.AGKTHLPVJ3FEU46WLIFJNWZID4AQ","karthikeyan","[[loves]]","Amazon India","R3PW18Q2AZD3NP","5.0 out of 5 stars","Dear karthikeyan, We at pedigree are happy to know that the food was liked by your pet! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall]","[dog]","[]","90.23","0","113071","positive","100.0","Very helpful for my dog","amzn1.account.AGZINOFSTJXWA2WQNQB4YK6OVHWQ","Amazon Customer","[[helpful, very helpful]]","Amazon India","R3PW8NLW345MFC","4.0","Dear Amazon Customer, Pleased to hear your great experience with pedigree, do continue keeping in touch with us with all the wonderful encounters! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[delivery, product-overall]","[shipping, dog]","[]","-28.2666666667","0","106931","negative","100.0","This is 'heat' food making my dog uncomfortable in the summer. And is actually little cheaper offline (as I recently found out). Shipping was fast!!","amzn1.account.AEHQ57Q4OXUSB7ZVLV7NE6J5NRXQ","Amazon Customer","[[uncomfortable, cheaper, fast]]","Amazon India","R3PXXTU04XBRN","3.0 out of 5 stars","Dear Amazon Customer, We are sorry for the difficulty caused to you and your pet. Please share your contact details so that we can help you better on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[deals-offers, product-overall]","[deal, product]","[]","98.8","0","107417","positive","100.0","Best Deal + Best product.","amzn1.account.AHSXYMYJ34M6EXYAPFUY65MKLDGA","Amazon Customer","[[best]]","Amazon India","R3PY9SMOX852ZK","5.0 out of 5 stars","Dear Amazon Customer, We at pedigree are happy to know how pedigree was preferred by your dog! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","86.19","0","106054","positive","98.0","My Lab loves it","amzn1.account.AEAHHAWKJTEPNJFTF5AV45XZPVPQ","Ashish J S","[[loves]]","Amazon India","R3PYJ03NEN3HST","5.0","Dear Ashish J S,Thanks, we appreciate your feedback. "
"[packaging, product-overall]","[packing, product]","[]","88.49","0","108233","positive","100.0","Good packing, product as described!","amzn1.account.AF6AUVO2PBIB5MRX23OXVPQF5K2Q","Tejaswini","[[good]]","Amazon India","R3Q0Q1F5SS3ILF","5.0 out of 5 stars","Dear Tejaswini, Glad to realize that your dog prefers pedigree! Continue writing your magnificent encounters to every one of us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[body-parts-skin, product-overall]","[fur, products]","[]","96.35","0","106668","positive","100.0","I am happy with the products, as my fur baby is loving this.","amzn1.account.AG76HKR5NWNIA7U7FDTFV4L6WSCA","Pami Chakraborty","[[happy, loving, happy with, i am happy, i am happy with]]","Amazon India","R3Q5CC00SHCFWJ","5.0 out of 5 stars","Dear Pami Chakraborty, We're happy to know your pet appreciates pedigree. Do continue imparting more pedigree encounters to us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[deals-offers]","[offer]","[]","95.16","0","106443","positive","100.0","Cats simply love this... Best offer as always.","amzn1.account.AFHN5SM54KHMQU3AWYARTH22WXRA","Geeta G","[[love, best]]","Amazon India","R3Q6UR7BR967RC","5.0 out of 5 stars","Dear Geeta G, Happy to hear your great experience with pedigree, do continue keeping in touch with us with all the more such wonderful encounters! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
