"","confidence_score","id","polarity","response_confidence_score","review_text","reviewer_id","reviewer_name","source_name","source_review_id","star_rating","response","response_2","response_3","degree"
"5087","-18.69","112663","neutral","99.35","If I bought jelly and grave how should I mix these with pedigree...I mean is it good to mix pedigree with jelly or pedigree with grave..Please suggest","amzn1.account.AGXA3WDJD4N2XO366LJEXAOC4QLQ","Amazon Customer","Amazon India","R2F8C0YT9FHSAC","5","DearAmazon Customer, for any queries and facts regarding your dog/cat please refer to the FAQs on our officil site https://www.pedigree.com/faqs. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance . Regards Team Pedigree.","","",""
"5088","86.19","112664","positive","98.0","My dog loves it!","amzn1.account.AESBLOPMDF6MC3PBE4O5X3AZVVPQ","madhavi","Amazon India","R11YAENP3KJMQU","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"5089","47.585","112665","positive","98.0","Great","amzn1.account.AEW5QSW4HGLAXXSFM5SENO7V2WVQ","Prashant Sharma","Amazon India","R191CK9NBQA1UR","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"5090","44.245","112666","positive","98.0","It's good","amzn1.account.AGBUEDXN3SUEOIEWMZMRVKNAADPA","Amazon Customer","Amazon India","R1RJ2T4J0DPHYP","4","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5091","46.14","112667","positive","0.0","One pack is damage but other is good","amzn1.account.AEMW5HU2AW6ZAOY24U5BTTBWMZVA","VRUTTIK SONI","Amazon India","R2TKTS3OGN4M4H","3","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"5092","0.0","112668","negative","100.0","My puppy didn't touch it . I don't know why","amzn1.account.AEVNCLLIQGQ5TTMIT3KD3GPJQDSQ","Amazon Customer","Amazon India","R2ACTDGZLLR7QW","1","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5093","63.8666666667","112672","positive","99.35","Dear Abhishek,Were sorry to hear about your unfortunate experience and recommend you to contact us as we would be happy to offer a free replacement.  We request you to contact our consumer care center at 1800 407 11 21 21 (Toll free) between 8:30 am to 5:00 pm, from Monday to Friday.Regards,Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","Mx3TJKGLVF3O74I","0","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5094","44.245","112675","positive","0.0","Good product .","amzn1.account.AGYWEGGRNLBSFJNVB64SSIK4JZIQ","Brij Mohan","Amazon India","R140XNAHAIVHVN","4","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5095","60.9566666667","112679","positive","97.35","Dear Saurabh,Were sorry to hear about your unfortunate experience and would like a chance to rectify and make it right. We request you to contact our consumer care center at 1800 407 11 21 21 (Toll free) between 8:30 am to 5:00 pm, from Monday to Friday.Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","Mx1GH1S82D2D8KF","0","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"5096","3.56","112681","positive","99.35","We are feeding senior pedigree for our 12 year old lab retriever since 2 years . They are easy to digest and chew .","amzn1.account.AFNGIMH6YWO5VD4ASDOMW2CHHBUQ","Amazon Customer","Amazon India","R3NSAT8XL90CYM","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"5097","-94.36","112682","negative","0.0","Recievwd damages product as the packet was open and tored..","amzn1.account.AEL7PBVL5W6OTJKQXQLT2O25X7DA","Kiran d.","Amazon India","R3DMCAKNXOUO8Z","1","","","",""
"5098","94.87","112683","positive","98.0","My bady girl love this.","amzn1.account.AGBTE5XJ6ZP4JFDIYSSCRUM5HA5A","Ankita Sarkar","Amazon India","R2C6W2ISLGX16R","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"5099","47.185","112685","positive","-2.0","What to say about product. It's really excellent n good for ur lovely pet. Improves the digestion n coat of pet. Using pedigree for my pet from last 12 yrs. No issues at all. My pet really loved it.","amzn1.account.AHINDFG2KDVVQTJEIGEDYFVCJILA","amzn customer","Amazon India","REPO0YIUKZJL3","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5100","88.49","112686","positive","98.0","Works well for my pet.","amzn1.account.AHEWZXE7ZALVP7GW4NEDXODD3GBA","SJ","Amazon India","R16JZFJXINJM83","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5101","96.15","112692","positive","98.0","My cat loved it.","amzn1.account.AHWSWRFVPCDILRI4JYDC5C7SVNFQ","Kashish Dahiya","Amazon India","R25ZAT08XC31V2","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5102","41.605","112693","positive","98.0","Cat likes this.","amzn1.account.AGV6DRTVCOTV2XTYLEY7VAIAJS2A","Michael McCudden","Amazon India","RVOBG3P9G6XZC","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"5103","73.99","112694","positive","99.35","Fine quality wet food one box can give for three days","amzn1.account.AEHNFPLO35FSY6YJD6PBY24KOUVA","honey","Amazon India","R2LEAXJRF5OFTY","4","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5104","95.45","112695","positive","100.0","The best wet cat food ever","amzn1.account.AHEXHARIB7WEERLMWS5K7OBRVYUQ","Neha Jhunjhunwala","Amazon India","R1Y8264JGQ0QUL","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"5105","0.0","112696","negative","98.0","My cats finished eating a can within 1 minute","amzn1.account.AGYPMNXXP5DJU3N5GHEPBPQAI5MA","Amazon Customer","Amazon India","R1BBBC4XRKOXJQ","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"5106","36.89","112703","positive","98.0","Highly recommended","amzn1.account.AHB5D5NSEHVT2YFFKRWTIWZRL6YQ","Amazon Customer","Amazon India","R373J4MM2RD4I8","5","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"5107","49.1","112704","positive","-2.0","Very good Product - My kitten love to eat.  I bought this every now and then but not using it on daily basis.","amzn1.account.AE2XI7C5NW4BRVGAHIZ6JQCR3UZQ","PANKAJ","Amazon India","R14KYQ8FLR463H","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"5108","-36.04","112705","negative","98.0","I have 2 cats, one of them vomitted the food out within 5 mins of eating it and the other hasnt even touched it. Not sure of the reason but my cats are not fussy about food, especially when it comes to wet food.","amzn1.account.AEJQ6ILISWKISNHWQI5ICBCISFPQ","Vivasvan Parekh","Amazon India","R23NJTYRV8NMOB","3","DearVivasvan Parekh, We apologize for the inconvenience caused. We request you to share your contact details so that we can assist you better on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.","","",""
"5109","86.19","112706","positive","98.0","My cat loves Sheba food","amzn1.account.AHEZY42TH6UOHWT65C77RDB63O2A","AA","Amazon India","RHSYLS4AJEUI8","4","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"5110","49.7","112712","positive","0.0","My dogs cant let them go once they see it. The product packaging is good and yumm yumm yumm to my dogs","amzn1.account.AG3RCDX6TBJRQGRZDTC2OMXNS52Q","Pallavi","Amazon India","R3BD1LK3MS5GK5","5","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"5111","-90.29","112713","negative","100.0","Wrong MRP is mentioned, correct MRP is 1200/-,so in reality no discount","amzn1.account.AECAHTOKPQAA3WCMICXC35DVHJYQ","virendrasinh gohil","Amazon India","R3V15FOXKYL7TV","1","Dearvirendrasinh gohil, We are sorry for the difficulty caused to you and your pet. We ask for you to share your contact details with the goal that we can help you better on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.","","",""
"5112","-0.791111111111","112714","negative","99.35","Each pack (200g) MRP is Rs.100/- . So in total for 12 pack Rs. 1200/-(2.4kg). Then how come they are mentioning it is having total MRP Rs. 1440/- and giving it on discount price of Rs. 1104/-. So simply showing hiked price and making customer fool????","amzn1.account.AFTIXCVF3XL2FFNI4IENQD2P22WQ","Amazon Customer","Amazon India","R10ZLYYYKFV03U","1","DearAmazon Customer, We apologize for the inconvenience caused. Please get in touch with us on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.","","",""
"5113","-96.54","112715","negative","98.0","My dog loves it and whenever he is sad or angry or just anxious, one of this brings him back to his feet!","amzn1.account.AHJPYLNJBDKYQHGK557O5TA56IZQ","Surya Prakash","Amazon India","R1TASSKL5R194S","5","DearSurya Prakash, We apologize for the inconvenience caused. Please get in touch with us on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.","","",""
"5114","95.4666666667","112716","positive","98.0","My pug simply loves and enjoys the jumbone. Super treat for my pug!!!! Very delicious !!!!!!!","amzn1.account.AGFGSYGPH7P6SORSAPH4FY56IFVQ","Bernardine Menezes","Amazon India","R2EZ2CZZ84NQVU","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5115","98.37","112718","positive","100.0","This puppy food is verry best healthy carefull","amzn1.account.AHEI4ACH5UTJJOZQS35PFZ4QYRNQ","vikas s.jadhav","Amazon India","R1F7SB700G54QT","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"5116","39.63","112719","positive","0.0","Original product","amzn1.account.AHOHKER5AG2FYLV2HXMOVY4JZ6QA","Amazon Customer","Amazon India","RDIXCE8DMZ5Z3","5","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"5117","44.245","112720","positive","98.0","good","amzn1.account.AGCSJGSCQEIUBQJOKJMQW5VAAECA","SRIRAM","Amazon India","R2OEVR1T15P4TP","4","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"5118","94.06","112721","positive","98.0","Very good quality at your door step..","amzn1.account.AGPB7ARQEP7P2CABI2JLJTQCBH4A","Amazon Customer","Amazon India","R1MVZ54GQTL4SZ","4","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"5119","46.885","112722","positive","98.0","Excellent","amzn1.account.AEBW5PWLPMEYFK2PMOMBNWPLQG4Q","D SANJAY","Amazon India","R3HO0LNAX5RMI1","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"5120","25.3825","112723","positive","100.0","Bought it for my 4 months old German Shepherd. He loves it. Doesn't smell that much. Good quantity in good amount.","amzn1.account.AFNCFFFGNPYBGDK5JW35GQJJKGVA","Amazon Customer","Amazon India","RJK89JL1AXG9V","5","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"5121","38.41","112724","positive","98.0","ok","amzn1.account.AHRXQJV6TSTWYPFO6YC5GN4JOO5A","Veeru S","Amazon India","R2MJRJKDQQPFUK","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5122","-96.71","112725","negative","0.0","Only the packing isn't good for this product otherwise it is a good product to buy.","amzn1.account.AFGMB55DWVUKHGLLOVVEQG32CYAQ","Akshat Mishra","Amazon India","R2QPMPKSORYNH1","4","","","",""
"5123","86.19","112726","positive","100.0","My Labrador loves it so much.using it from 3months no digestion problem yet...","amzn1.account.AFDC5IF2DM5TPZK6ZXNCKSBEI4NA","Amazon Customer","Amazon India","R2TA3F5DLQ9KWG","4","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5124","91.83","112727","positive","100.0","As always, arrived on time and at a great price too. Thanks.","amzn1.account.AG3PRNZ6DRZYBUBTPNUG5VUWVZYA","Amazon Customer","Amazon India","R1Q2SUEK71AJFF","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5125","43.095","112728","positive","98.0","HAPPY TO EAT","amzn1.account.AGD5WWU3ML3UJE4KY6AUGZ2ULOOA","Amazon Customer","Amazon India","R25G7AHYOFSTYD","4","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"5126","24.095","112729","positive","-2.0","every time I am getting opened pack like rat bitten. I will discontinue the subscription","amzn1.account.AEH62BVN7VA6YAG2MF2CDHRE53OA","Rohit","Amazon India","R3E7N0EZC8TENL","2","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5127","0.0","112730","negative","98.0","thnx","amzn1.account.AF2VACQZ2PVELNEGTIYBPHOZNSAQ","Amazon Customer","Amazon India","Mx1JSLWRNBAPXQC","0","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5128","43.71","112731","positive","98.0","nice one","amzn1.account.AE7BV63YIENWMNHSXGPV2WHQB2LA","Amazon Customer","Amazon India","Mx2USI1UI6BHFGU","0","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"5129","74.378","112732","positive","-2.0","My dog just love the Pedigree and this is what it love. when i recieve just grabed the packege and come to me for eating it. awsome product for dogs by the way. Just go for it if you love your pet. I just recomend it.","amzn1.account.AHYNBUMX7WARAYXL2QTWBVW32KKQ","Govind Tiwari","Amazon India","R22MJWTURIRCZF","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5130","89.25","112733","positive","98.0","Bht hi behter pakaging thi so i m happy","amzn1.account.AGPIKELMXN772A26JFBQJNA5C24Q","Puja","Amazon India","RIULWPH1AIBCE","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5131","44.245","112734","positive","98.0","good","amzn1.account.AG6CW42N5A6J64EIVBAQCR7WYKWQ","Amazon Customer","Amazon India","R1Z9DZ64HW739C","4","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5132","0.0","112735","negative","98.0","My per send to live it","amzn1.account.AH54UKFMAFABTG3AKZGRYDOYWEGA","krishna jana","Amazon India","RHE59VJG948Y5","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5133","83.78","112736","positive","98.0","My dog goes crazy over this every morning .. happy to see him eat","amzn1.account.AETUZZ5U7MT7TYGIOFXFRSXAIRSA","ACR01","Amazon India","R5Z6Z16IV77KE","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"5134","-44.43","112737","negative","98.05","I'm a regular buyer of pedigree in  Amazon .. i thought that I'll get bookmyshow voucher and bought this ...I got the product in bad state ... Waste of money n i didn't get the voucher ... My pets are very fond of pedigree but now they are jus hating it ... Will never this item ever....","amzn1.account.AG2NHT3MCSFIDU3YTBXXFLJGXJAA","ANURAAG","Amazon India","RDOQJGTVFHD8D","1","DearANURAAG, We apologize for the inconvenience caused. Please get in touch with us on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.","","",""
"5135","44.245","112738","positive","98.0","Good","amzn1.account.AH4WEHWUJK7G64LLME7KWIAZAPBA","RITIK R.","Amazon India","R1SNSEVLH853WM","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5136","48.075","112758","positive","100.0","My pets Simply loved it.Bravo Amazon","amzn1.account.AGTUM4FLWKNOKYLESEQBT6IOQSTA","Amazon Customer","Amazon India","R1KONYX91VEA1E","5","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"5137","-1.83","112763","negative","98.0","verry nice fud for dogs","amzn1.account.AHZJE3TAKD5GP6J2LGPR6VLQXRFQ","Amazon Customer","Amazon India","R1H1LAYVZE7BVN","5","DearAmazon Customer, We apologize for the inconvenience caused. Please get in touch with us on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.","","",""
"5138","96.15","112764","positive","98.0","Best for change test and quality","amzn1.account.AHZ2PACC3AUQRBGBIO7J2MAGGF4A","yajuvendrasinh","Amazon India","R1HYMMU35GAFWW","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5139","86.19","112765","positive","98.0","My dog loves it and barks if dint give it again","amzn1.account.AGACH37ULFRZUPPKRBE4AUZ7UFUA","AKSHAY PRASAD","Amazon India","R223UC24TBVF43","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5140","88.49","112766","positive","98.0","Good food for dogs","amzn1.account.AGCVJMFO24PAJNYZ66ZCCGX3YOXA","Amazon Customer","Amazon India","R3MRK6Q1ZV1BHV","4","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"5141","98.66","112767","positive","99.35","Nice packaging and got it for 2000 so great deal","amzn1.account.AG4SOOPT7VJORHO7PSLH6XIL5EGQ","varun","Amazon India","ROUT066MBWVP9","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"5142","45.495","112768","positive","98.0","Very good","amzn1.account.AHQGI242WZXLR3AMGDI6Y2BULBPA","ARSAD ALI","Amazon India","R1U1FMALF5KCQ9","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5143","43.71","112769","positive","0.0","Nice product","amzn1.account.AGQZZZET3VGTZVLS5SJ43NZ2JAEA","Jitendra  rao","Amazon India","R1DNGYTLIZX0P","5","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"5144","95.69","112772","positive","98.7","Pedigree adult dog food chicken and vegetable is quite good according to my expectation and it is well packed.","amzn1.account.AHEKY6TCNGLNC7EHVVVZUMEITNJQ","Amazon Customer","Amazon India","RFG2FG5WRNXOB","4","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"5145","44.245","112774","positive","100.0","Hope they bring down the price. It is on the higher side","amzn1.account.AESGJ2WMJBMSITGWZ3HEE2OSMUVQ","Asha Rajesh","Amazon India","R1TJTS7EWEDA76","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"5146","-31.6233333333","112776","negative","98.0","My labra didn't love it. He is such a foody but still he don't eat this food. Had to feed it to my GSD.","amzn1.account.AGOCZ5PEUW2I3OZRQT6MMAZE5UGA","Don","Amazon India","R14NAUVYK66XW3","1","DearDon, We apologize for the inconvenience caused. Please get in touch with us on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.","","",""
"5147","43.095","112778","positive","98.0","My Dog loves it. That's what I wanted.","amzn1.account.AHFYWF3TMX4LYXKQYI2ZWXL4HCBA","Amazon Customer","Amazon India","R2U7UWRHHW7N2O","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5148","29.4966666667","112780","positive","0.0","Pedigrees ..,...far away better than compare vit... any other product...","amzn1.account.AFA2KWDRGTQKF7QWXR3DVX4NBAVA","Amazon Customer","Amazon India","R2DRXVZ10S9NB5","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5149","1.16","112781","positive","96.0","Very happy to see good results. My dogs hairfall has stopped and also hairs have become silkier smoother.","amzn1.account.AHBVAUG6LYANXSSDTOW62I5HUZFA","aditya dhavale","Amazon India","R2QQDPLRMJDSD0","5","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"5150","88.04","112785","positive","100.0","Good product.. My furry baby just loves it! :)","amzn1.account.AE5OVCY6PX3GZIBRJTBXMER5YEPA","Amazon Customer","Amazon India","R18VMO6XA50XPF","5","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"5151","0.0","112799","negative","99.35","Paid for 28 sticks got just 14 sticks pack","amzn1.account.AGKQSBSQZKIFLPKJL4UM7ONTHDFQ","Amazon Customer","Amazon India","R1QO6ZF3D91SXO","1","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"5152","94.17","112800","positive","98.0","Always a winner with every dog","amzn1.account.AEEGTOGELCOVUXW5J4AKCXRIQHPQ","Steven J.","Amazon India","RKSE5KIM4N8XG","5","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"5153","60.63","112801","positive","100.0","I'm buying this for the third time and my dog loves these sticks. I give one stick every morning. Her gums and teeth have gotten stronger and are healthy","amzn1.account.AHU5BLJI7IKYVW73UY7XFSXNNYRA","Sowmiya. V","Amazon India","R11IO9SH27K5LD","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5154","47.725","112802","positive","98.0","best","amzn1.account.AFKXNQCEJG32SUWNLCNQ6KHP5UNA","SOURAV D.","Amazon India","R2UT7M2KD9VY7G","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5155","97.81","112803","positive","98.0","My dog happy just love this treat","amzn1.account.AHV2V7JOSCAC6PBONLDDYTWZRUKA","Amazon Customer","Amazon India","RS9CH2SLS0MF3","5","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"5156","89.38","112804","positive","98.0","Dog absolutely loves it","amzn1.account.AH4CVHXFDSONIKXVQDSDOQE74NOQ",":)","Amazon India","R42RXCMNG2YAD","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"5157","89.25","112805","positive","100.0","AmazingMy GSD Loves it","amzn1.account.AGVFE26SEYUX4PG3RMXV5UNTJ72Q","Amazon Customer","Amazon India","R2VLMAQSZ2GBTU","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5158","63.8666666667","112809","positive","99.35","Dear Customer,Were sorry to hear about your unfortunate experience and recommend you to contact us as we would be happy to offer a free replacement.  We request you to contact our consumer care center at 1800 407 11 21 21 (Toll free) between 8:30 am to 5:00 pm, from Monday to Friday.Regards,Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","MxCOO5AK7VWAEI","0","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"5159","44.245","112811","positive","98.0","good for vegetarians","amzn1.account.AGF5TG3GI2SQ6TNOY4KSCAFV6ZVQ","Amazon Customer","Amazon India","R1P4LZSVI8ZWXC","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"5160","87.86","112812","positive","98.0","Its prize is 250 but i received only for 230","amzn1.account.AEDLQNE352SCKS2C5XHXF4APCQQA","dipak maraskolhe","Amazon India","R2HPIXN1CNG7MZ","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"5161","45.115","112813","positive","0.0","Delivery is before time ...it's really nice","amzn1.account.AGBS3OHMXSEFFSA2BJYOACDU5YPA","harsh khetan","Amazon India","R1IXN4DW5ARGUC","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"5162","73.99","112814","positive","98.0","The overall goid thing about this is we can feed them in summers also..","amzn1.account.AGJWYEB7Y7JR7NZGOR4TKSZH3KQQ","Amazon Customer","Amazon India","R1IGRYR6TVVD6W","5","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"5163","0.0","112815","negative","98.0","Pakage  should also available 10kg","amzn1.account.AFLL3KKZ6EUKQHTSNM3QICKNDILA","Rajkumar S.","Amazon India","R3STWONMVPVX56","1","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"5164","86.5","112816","positive","99.35","My dog likes it. But he loves non veg Pedigree.","amzn1.account.AEH6GDQ7U6D2WAOFDUWBQULDHEZQ","sushil","Amazon India","RVN52VFYUHLOS","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5165","-4.19","112822","negative","0.0","My dog hates it. There are better products out there.","amzn1.account.AEABIN6PAYNBFYMK4CFN7QSORLMA","S. Mahabal","Amazon India","R264OE24W2F4UO","3","","","",""
"5166","94.87","112824","positive","98.0","My dogs love it","amzn1.account.AE24ASBH7N5TTG6665VTDZB3RGKA","Regina","Amazon India","R1H5AQ21KAQ21V","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5167","95.45","112825","positive","100.0","Best flavour for my cats!!!","amzn1.account.AH4VUTNKPIDLIV63I3D4Z672CVCQ","Ali Ahmad","Amazon India","R33KR5620ZWKS6","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5168","69.8525","112826","positive","97.35","Dear Customer,We apologize for the inconvenience and would like to understand the issue better. We request you to contact our support team. You can reach us on our toll free number 1800 407 11 21 21, our consumer care center is reachable between 8:30 am to 5:00 pm, from Monday to Friday.Regards,Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","MxGRBC9O1RPQ51","0","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5169","31.39","112827","positive","99.35","Amazing..but last time I got dz product in 334..when will dz offer will b back ??","amzn1.account.AH47G4QJW6TYWSKAHK5T2EIRIOUQ","Amazon Customer","Amazon India","R1AHM2N75C8K0J","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"5170","0.0","112828","negative","98.0","I did not receive the voucher code","amzn1.account.AHQTB3XG5YJ5VVAD2UTPZD7E2SEA","Amazon Customer","Amazon India","R2TECYCCXV07DM","1","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"5171","94.87","112829","positive","98.0","My cats love it!","amzn1.account.AFNZUNKFBIIC44CTCWW5B5ZXCFAA","Krishna Gupte","Amazon India","R3PQU0ZP5K6R5X","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5172","86.19","112830","positive","100.0","My cat loves this. Although she is a stray she loves the Whiskas cat food and prefers the chicken flavour over all the others.","amzn1.account.AFMWCWTTX7HQXXZFCT7JUPYHWPDQ","Madhavi Naik","Amazon India","R2U4GRXNNFQVC2","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"5173","44.245","112831","positive","0.0","good product","amzn1.account.AGUXBCCS5AG7LOQ2TKPEJKVBHRRA","Amit Kumar Sahoo","Amazon India","R20RQ0J6T7FM22","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"5174","43.095","112832","positive","98.0","doggy loves this","amzn1.account.AEHSL3B435XBTEQVYU7EZ5VSSRLA","@thatGuyFantome","Amazon India","R3VNNB10H4SI88","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
"5175","44.245","112833","positive","98.0","Good","amzn1.account.AET23NRHKRU6PXORAQJH6IKTOIKQ","Amazon Customer","Amazon India","REN869RET5AZ4","3","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5176","56.3983333333","112834","positive","-2.0","Got the product before time.... Well packaged.... Good product ... Thanks ... Satisfied.. Will be ordering it again","amzn1.account.AHFEGO24CPFWLDZ26VXG4ITQN5CA","samir L.","Amazon India","R1LDNHDXH0OFFV","5","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","",""
"5177","16.0433333333","112835","positive","100.0","Purchased it for some streetdogs. They love it and I can see them gradually putting on some weight and they look healthier. Will continue repurchasing from Amazon.","amzn1.account.AGHHITMEJG4DNCKCKXHFMSPBQ4IA","Annapoorna R","Amazon India","R3KP01ZST6ZE96","5","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","",""
"5178","-28.2666666667","112836","negative","100.0","Market price 500.... Lootlo...ache se..","amzn1.account.AHYNKCJWZC22IL4QMANISQMPHJGQ","Pallavi","Amazon India","R36GDGRD3EBKEU","1","DearPallavi, We apologize for the bother caused. If you don't mind connect with us on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.","","",""
"5179","96.71","112837","positive","0.0","Good packing good product","amzn1.account.AFUVFGAVWZ2BUQDSGDMHZWRGFNOQ","Shivkumar","Amazon India","R1JOPXK7YZP2KK","5","Our customers are our first priority. We are happy that the food was liked by your dog!","","",""
