aspect,aspect_keyword,flag,id,review_text,reviewer_id,reviewer_name,sentiment_score,source_name,source_review_id,star_rating,response
[],[],0,109407.0,My cat loves it!,amzn1.account.AFWVXI4O3KPOGDMBKMBWATGSUB7Q,Chinmaya Biswal,98.94,Amazon India,R1JF00AS0POV05,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
"[all, dont_reply]",[product],3,109408.0,"Bharathi Pets World, Eranakulam cheating everybody iam waiting still product",amzn1.account.AEEMZBY5XEZCPHERDFOHQ6N5GZMA,knmanoj,-99.92999999999999,Amazon India,RCE826WGFG6W,1.0 out of 5 stars,
"[all, dont_reply]",[product],3,109409.0,"Excellent product ,my cat loves it!",amzn1.account.AEJWVYMC3OMCBNZB3CQZNZL4VG7Q,Edna S Kumbhar,99.92999999999999,Amazon India,R1US5E3DS70142,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
[],[],0,109410.0,My kitten loves it.....,amzn1.account.AFMYJDSUWJI3UF2T2NND2O6CVYMQ,Nikil,98.94,Amazon India,ROGBL5KBL8ZRQ,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
[],[],0,109411.0,okay,amzn1.account.AG7KZ6BI72PSZTUCW6QJUL2YJ5HQ,Jose A,33.45,Amazon India,R7UVKNOD9IKF8,3.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
"[all, nutrition_ingredientst]","[amazon, staple]",0,109412.0,it is my cat's staple food and i love it that amazon delivers it to my door step . Thank you,amzn1.account.AG2YEUYAMQHBGCDLAZM2MPAIX74A,D&amp;P,97.42500000000001,Amazon India,R2ZYGSSPI9S0LN,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
"[all, dont_reply]",[product],3,109413.0,its good product,amzn1.account.AGOXZDTXOMYLUICLBIVLNYEHA6YA,michael biris,49.25,Amazon India,R1XGWM9GDTJDCL,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
"[all, offers_n_discounts]","[product, discount]",0,109414.0,Good product with good discount,amzn1.account.AHN3XETXIZMPDAR3NCHRVNWTAT5A,syed saif,99.86,Amazon India,R163AN62MRBRZM,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
"[convienience, delivery, dont_reply]","[pack, delivery]",3,109415.0,"the pack was opened before delivery and then stapled, plus it was eaten by rodents...contaminated with its feces and urine",amzn1.account.AHAWXUNNJNBFY2IQMBU53HOPVWXQ,Ulhas Bharad,-49.875,Amazon India,R1C76RUNDH6X7X,1.0 out of 5 stars,
[],[],0,109416.0,Excellent for my cute kids,amzn1.account.AH3BJXSG7YFRSWR7ZQU7JPMXPOBA,Vans,99.91,Amazon India,RBNG62ZPHGZM3,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
[],[],0,109417.0,Good  one..My kitty liked it..,amzn1.account.AHJDNJFQVVCWYEGEDSNEDOI45S7A,Kavitha,98.35000000000001,Amazon India,R2K7RDIF1SBRLL,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
"[all, dont_reply]",[product],3,109418.0,Product is not suitable for my kitten,amzn1.account.AH4BZ3ZQYEDOBYZS3IZMN4WEO4IQ,Azim Shaikh,0.0,Amazon India,R17KDGUO8UK478,1.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
[],[],0,109419.0,good,amzn1.account.AHMO7MUYHCKND4ASKFUNUMTR224Q,santosh,44.245000000000005,Amazon India,RQ34JF2NAIFW1,4.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
"[convienience, dont_reply]",[package],3,109420.0,Terrible quality of dispatch. The package was delivered damaged!!  Apparently damaged by rodents..,amzn1.account.AGX4C5YAR6PY3EGKZGXOVPKWERAA,Devina,-99.4,Amazon India,R336M0DJ8GVOYK,1.0 out of 5 stars,
[health_impact],[stomach],0,109421.0,My persian kitten had a bad stomach after I fed her this food. Royal Canin is best in quality and my kitten too loves it.,amzn1.account.AG7DS27IQYHV3Q2SAOERW5PASC5A,Pratiksha,0.05999999999999894,Amazon India,R3M5Z6JJFJABZM,1.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
[],[],0,109422.0,My cat is very selective in its food. But she never denies whiskas when offered.,amzn1.account.AGQ6RRMNFM5MP73M5J5O2SY36M4A,K A.,49.89,Amazon India,R13CNKPI9DTVUJ,4.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
"[convienience, information]","[pack, 3kg, 3kg pack]",0,109423.0,My Russian persian cat is 5 months old. She loves eating whiskas junior cat food. Mistakenly I ordered for the 3kg pack. He didn't even touch the food coz it was 1 year above adult cat food.,amzn1.account.AEXUSFD32E45TN4W7JGWPF2NIUIA,Mehdiberanji,-24.8125,Amazon India,R25DJ84PSORKS5,5.0 out of 5 stars,"DearMehdiberanji, We apologize for the inconvenience caused. Please get in touch with us on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
[],[],0,109424.0,It was very good !,amzn1.account.AEB76IBF5ZGDLAOV4GA7PU6SYUCA,akash agarwal,99.36,Amazon India,R3SL8CWAD6H1Y9,3.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
"[all, dont_reply]",[product],3,109425.0,Kitten liked it. Good product.,amzn1.account.AFG3K25PYCOXMZDSXWTBTWRU5LCQ,K Sharma,96.78999999999999,Amazon India,RQN77XIUU5OG7,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
"[all, pricing]","[product, price]",0,109426.0,OMG! the kittens goes mad over it like super mad they will get fat if you don't control the quantity so watch out for that i haven't tried any other product to compare price or anything else but kittens sure more than love it,amzn1.account.AHX23N2Y2NDUGQ5FQTNIMZ2K2EWA,Shubham,50.0,Amazon India,R3P7Y0GC41ELZJ,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
[],[],0,109427.0,Cats are mad for this. Crazy cats :),amzn1.account.AH46EJRCQTBRZFH7IZXB6F2EGKAQ,Prakash R,99.55499999999999,Amazon India,R1R7FTWBBSZ0S,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
[],[],0,109428.0,My cat just loves it.,amzn1.account.AELYB2HR575T6KQZ5XU6H4WRH2NQ,Nirbhay Batra,99.32,Amazon India,RXSPDV1OQK1TB,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
"[offers_n_discounts, pricing]","[discount, price]",0,109429.0,My kitten loves it. Licks the bowl clean once she's eaten up. Was very reasonable price considering the discount.,amzn1.account.AG5TCFA5B4EAILBRDFF4BFRFYKSQ,Sneha,66.22333333333333,Amazon India,R3QMFATX9Z17RW,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
[convienience],"[packet, packet of food]",0,109430.0,Mine kittens just go crazy when i open the packet of food. Whitin a week kittens have grown very well.,amzn1.account.AFLLZD5YRPK7I7Q52IFMTLOTTUUA,veerendra,98.96499999999999,Amazon India,R29SOCJ1LLTFDV,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
"[all, dont_reply]",[product],3,109431.0,Thank you very much. Good product. My cat loved it.,amzn1.account.AF3HKY7GNEOCRX3UVXEWNLWIO6WA,Sai Aditya,98.36666666666667,Amazon India,RRACPSFMI2YKN,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
"[convienience, dont_reply]",[packet],3,109432.0,Received one torn packet.,amzn1.account.AGV3R5GPSZX5VKXRM4MLAMNZJ3YQ,Wamiq,-97.00999999999999,Amazon India,R17C11S16FTQPC,4.0 out of 5 stars,
[all],[amazon],0,109433.0,Thank u very much Amazon. My kittens Persia love eat whisk as fish too.,amzn1.account.AEBUZOKPRVUOFPZBYQ5NUQUYG6JQ,Azra Dawood,99.52499999999999,Amazon India,R15UJ6UC9BN7CM,4.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
"[all, dont_reply]",[product],3,109434.0,Great product.,amzn1.account.AGDDOCWL3KZU3HI324AB3Z52ZFSA,angel,49.36,Amazon India,R395TNQ4N58QJZ,4.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
[],[],0,109435.0,My cat hates it,amzn1.account.AGRIB47QDSIDWHOGQ5KR7Y7OANLQ,AmazonUser,-99.8,Amazon India,RVGBJ6STNWMDQ,2.0 out of 5 stars,"DearAmazonUser, We are sorry for the inconvenience caused.Please get in touch with us on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
[],[],0,109436.0,"My kittens love this! My queen does not like eating and usually I have to coax or even force her to eat properly, but with Whiskas Junior, she in fact mewls for more!",amzn1.account.AGSDBUQPC6KKUV6NPIX6AONOSW5Q,Tanushree,-0.15499999999999958,Amazon India,R2NU3WK00D6ITR,5.0 out of 5 stars,"DearTanushree, We are sorry for the difficulty caused to you and your pet. We ask for you to share your contact details with the goal that we can help you better on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[convienience, dont_reply]",[pack],3,109437.0,When my cats were in growing up stage I used to feed them this with mixing drools kitten food. They used to love this whiskas junior cat food sooo  much that they come with great appetite every time I opened the pack. They just  loved it!!!,amzn1.account.AGCHIFCANF37SIDHYSNXSTL6CQZA,soumi banerjee,33.28333333333333,Amazon India,R2WL1XTXOXJKT0,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
"[convienience, information]","[pack, 3kg, weight, 3kg pack]",0,109438.0,I need 3kg pack...please contact me if available. My cat eats nothing apart from this...this is really good food. My cat is growing well...in a month its weight is doubled and became much more active and its just looking like teddy now...my cat shows me the way and goes to the place where food is kept whenever its hungry...,amzn1.account.AFPO2TNAQYJT4XRYRUA5UD5VXHBQ,Mahendra Shaha,42.71,Amazon India,R33HFVUKSC8PC8,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
[condition_of_product],[dry],0,109439.0,My jini (cat)  loves it. Eat dry he don't like with milk.,amzn1.account.AER4NLCXQCIAMOCQE44UF6LFFG5A,zareen,-0.015000000000003899,Amazon India,R1PKERX3SGYN0I,5.0 out of 5 stars,"Dearzareen, We apologize for the bother caused. If you don't mind connect with us on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
[],[],0,109440.0,If kitten is eating this happily than it must be tasty....,amzn1.account.AF3YBF4C6N32RM5RJPFWIDZPV25A,Nair,99.96000000000001,Amazon India,R1M56258GANKWC,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
"[all, dont_reply]",[product],3,109441.0,Very genuine product,amzn1.account.AG5R6K5LVJ22YPUNE67RCW4Y5IBQ,Samarendra Dhavalikar,49.43,Amazon India,R31N4DCYWK5T74,4.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
"[all, delivery, dont_reply]","[product, products, delivery]",3,109442.0,My catty loved it and i'm absolutely happy with this product & its delivery. I'll be ordering many more products from Whiskas.,amzn1.account.AHQPYCZJBHMMIXQSVCBU5IBUE6MA,Divya,49.995,Amazon India,R3CT6NWGMH1T28,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
"[all, dont_reply]",[product],3,109443.0,"My kitten hates it !!!I have to grind it to a powder and mix it with fish for her to eat...but in 3-4 tbsp of fish, if I put more than 1 tbsp of Whiskas Junior, SHE LEAVES THE FISH TOO !!!I am not blaming the product, but just expressing a fact.",amzn1.account.AFMILO7LJIIUB3SMXQELZ7ALW2YA,Emron,0.017500000000000848,Amazon India,RIB0ZU17RD08E,2.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
[],[],0,109444.0,Healthy and Saves a lot of time,amzn1.account.AEPJ5QWUVPRJTZBEUYXFJL7JPERA,Vaibhav Gupta,99.65,Amazon India,R2DIA0ORL9OSK9,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
[],[],0,109445.0,"Adult cats loved it, more than whiskas for adult cats :)",amzn1.account.AH2M2RQPZCTMD75DIUW5Z7YE2S3A,Emad Rammaha,99.99,Amazon India,RFGSO20XQ8J6H,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
"[information, pricing]","[kg, price]",0,109446.0,i want low price 1.3 kg,amzn1.account.AFVY5ONROZ2MDV6FY7AEBB7UYZQQ,Raju Mediga,-48.504999999999995,Amazon India,R2GOWESV61B2Z7,1.0 out of 5 stars,"DearRaju Mediga, We apologize for the bother caused. If you don't mind connect with us on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
[],[],0,109447.0,"My kittens did not like it very much. Sometimes they would refuse to eat it. Go for Royal Canin, my kittens really loved that.",amzn1.account.AHDRMJCYIU4TPCBL4KUUXQOXCXHQ,Alex,-32.99666666666667,Amazon India,R2C1D89135W9A9,4.0 out of 5 stars,"DearAlex, We apologize for the inconvenience caused. We request you to share your contact details so that we can assist you better on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
[],[],0,109448.0,My cat likes it more than anything else.,amzn1.account.AFPRJUB6RLF5O3OGG6XZQ7MUQFQQ,bitupan bordoloi,99.65,Amazon India,R2TPBNYMGCI42U,4.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
[convienience],[packge],0,109449.0,Packge was damaged.Got delivert of tamperd box.Lost some quntity of food.,amzn1.account.AGIOV4QSQEMR34MWW2P2BNUBQXAA,Shekhar,-65.96333333333332,Amazon India,R2GHFEZILPMCS6,2.0 out of 5 stars,"DearShekhar, We apologize for the inconvenience caused. Please get in touch with us on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
[],[],0,109450.0,My kitten just loves this flavour..its like a drug to her..,amzn1.account.AGJ42B3AHI4XZG5HDOZQ5CXIVBGA,Anitej,99.455,Amazon India,R1RDV29EXP8SGE,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
[],[],0,109451.0,OK,amzn1.account.AFLPISIYQCUV2UZQPHRZI7ZZBQCA,Ashok Surya,38.41,Amazon India,R2I6U2ZN8QCCP,4.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
"[all, convienience, dont_reply]","[seller, pack]",3,109452.0,My junior Tigre loves this. She is same face as on this pack. Love whiskas . Thanks to seller.,amzn1.account.AFHN5SM54KHMQU3AWYARTH22WXRA,Geeta G,74.115,Amazon India,R2YEM8EG6GPZD7,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
[],[],0,109453.0,Not bad,amzn1.account.AG4DOFW25H4PYT4SHUZ6R6RASJEQ,Farhat Shaikh,47.435,Amazon India,RSNFLHMWV8V7N,3.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
"[convienience, dont_reply]",[pack],3,109454.0,"My kittens love it! Don't think just buy it! Though i suggest you to buy a smaller pack just to make sure your kittens like it too, Me-O is a very good option otherwise.",amzn1.account.AHNLERJCNI6RXFBN4NM6GQIWKZRA,Ali Bin Abdullah Bamatraf,66.55000000000001,Amazon India,R1GMGFLMH3XIOA,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
"[all, delivery, health_impact]","[amazon, delivery, body, health]",0,109455.0,Cats favourites food. Always eager to eating it.it gives healthy body in short time.people who tense about pets health try first this .packing and delivery was too good.thanks amazon,amzn1.account.AHZ2PACC3AUQRBGBIO7J2MAGGF4A,yajuvendrasinh,65.8,Amazon India,R25T42CDG13UIU,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
"[convienience, dont_reply]",[packet],3,109456.0,My cats love it and they dont want to eat anything else ..also they come running even in the sound of the packet crumpling..,amzn1.account.AHU7QQGQUWXM4B65PQONHC6H6RWQ,Kunal,49.985,Amazon India,R37IYOUWBUEBCB,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
[],[],0,109457.0,Not good. My kitty got unwell eating wishkas junior ocen fish. Royal cabin is best.,amzn1.account.AHVDDSTRXDLDK6RV2KQXIJXQEEFQ,harshal,0.9966666666666679,Amazon India,R3AQU3XHXA8AFP,1.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
[],[],0,109458.0,Bought it for my daughter's cat. Daughter is happy so is her cat...,amzn1.account.AHCT3BDRQ56H233WMN5HHPTDFW4A,P M A Rahman,49.825,Amazon India,R2BE87FX07Y8FL,4.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
"[convienience, dont_reply]","[packaging, box]",3,109459.0,"The packaging was different (came in a box) but I know this is going to be great for the kittens, now we are ready for them to start growing up.",amzn1.account.AFIN5B6M4U5EWNCNI2AOE2OSS3JA,Maureen,100.0,Amazon India,R1W1MUFE1EACP4,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
[],[],0,109460.0,My adult cat still enjoys this -- good for cats below 1 year and for cats over a year old (but not as a replacement for the adult Whiskas).,amzn1.account.AEDZKMXB3HKAAQBCPZ5OI4R7DYOQ,Payal,99.99,Amazon India,R3BKQFEU5OR0F3,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
"[all, pricing]","[market, buying, priced]",0,109461.0,worth buying on amazon.very reasonably priced as compared to market prices.delivery is also very prompt.,amzn1.account.AEHJ4TVKEPZJ2OQLCJG6VFDMCEMA,vrinda,33.050000000000004,Amazon India,R1HSV15XUAQZST,4.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
[information],[weight],0,109462.0,My cat loves it .. mix it with any food and she finishes it. And gained weight in few days,amzn1.account.AHLNSG2OFGVTQJIXLY22YBNWJZDA,aaditya anerao,66.13333333333333,Amazon India,R1FPXDA4YVFV0Y,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
"[all, dont_reply]",[product],3,109463.0,Good product for kitten..,amzn1.account.AH6B62ND57NKBYK275ST2VM5HPDA,Chinmoy Debnath,99.15,Amazon India,R3JE7SSO17U891,4.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
[],[],0,109464.0,Good,amzn1.account.AEDAYF6KVV5X4SPJ6FXEFVA4DM4A,Abdullah Wadekar,44.245000000000005,Amazon India,R1C7HLH7DMWO0R,4.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
"[all, health_impact]","[product, amazon, health]",0,109465.0,my cats love them very much and prefer than anything else i feed...its good for their health ;) nice product...thanks amazon!,amzn1.account.AGB3G4D3ABBP6IH6Z63HAV74Z33Q,Anupama,98.88,Amazon India,R1LT8SANOA2J8T,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
"[all, dont_reply]",[product],3,109466.0,Good product. Kitten went crazy.. lol,amzn1.account.AFJGQXSDD3WDSLCAJKHVPMF7KKPA,Ashish upadhyay,93.80333333333333,Amazon India,RPHQCDHIDFVNV,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
[],[],0,109467.0,Good,amzn1.account.AH33THCCXHXGE7VUAU7HNGTTKXBA,Chetan,44.245000000000005,Amazon India,R2X4SUSSBY2TPN,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
"[all, convienience]","[product, market, packing]",0,109468.0,"Excellent product and the packing was too good. No matter how many brands have come to the market, kittens prefer whiskas over any of these :P",amzn1.account.AGUAFP7NG72CN7R46XCMC6KEL7TQ,Akhil,99.94000000000001,Amazon India,R1TD3KUGDL6CHK,4.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
[],[],0,109469.0,My cat loves it :),amzn1.account.AEIYSEJYKO5BRJU52VPNDURC3SWQ,Neha,99.85000000000001,Amazon India,R195AAN96C3TNC,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
[],[],0,109470.0,Its Liked by my tom,amzn1.account.AGG2GDLWPFPCDNFVNFDDS3AYVZHA,YOGENDRA DAHALE,98.83999999999999,Amazon India,R1PZGYSZ3Y6CLK,5,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
[health_impact],[fur],0,109471.0,"My cat loves Whiskas Cat Food,The fur's texture was improved after this food.The cat doesn't get hungry often.I serve this with bread/milk.",amzn1.account.AFOQUA4BDZ36KLEMCWS3U7KIEHUA,Neeraj Thakur,33.32666666666667,Amazon India,R25UQ00R1BK43Y,5,We are happy that the product met your expectations! Thanks customer name for leaving the review.
"[all, delivery, dont_reply]","[product, delivery]",3,109472.0,"Good product, prompt delivery",amzn1.account.AG5U7B4HHGM6MWOMQAVB36ISV3EA,Amazon Customer,99.15,Amazon India,R1TOPI4V21RX9H,4,Our customers are our first priority. We are happy that the food was liked by your dog!
"[nutrition_ingredientst, taste]","[rice, meal, flavour]",0,109473.0,"I feed street cats since years and they love whiskas. I keep on changing flavour time to time, just in case they are bored eating similar flavour (though it doesn't seem like that - they love eating whiskas anyway)P.S : top some whiskas on boiled rice or fresh warm roti once in a while and my cats love the new meal too",amzn1.account.AHTNCLZA2247SK5LWNGPJQA3FF3A,Sonal,99.85666666666665,Amazon India,R3UAPIGFXUB00Y,5,Our customers are our first priority. We are happy that the food was liked by your dog!
[taste],[flavours],0,109474.0,As my  kitties love eating whiskas so I give them this cat food only. They love all the flavours of whiskas. So I never have to rethink which one to buy. I have three cuitipies.,amzn1.account.AGQY37RRR66HHNIDZUHJK46ZQ4HA,Pankaj singh,49.9675,Amazon India,R3JMCEFM4AJY1S,5,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
[],[],0,109475.0,best food,amzn1.account.AGZ57447BEUEDI2LVXZF5FGU6JYQ,Vishalpm,49.4,Amazon India,RTUJXNU7VDC0G,5,We are happy that the product met your expectations! Thanks customer name for leaving the review.
"[appearance, convienience]","[chewing, packet]",0,109476.0,"first time Bhutu (my cat) was bit skeptical but after chewing some he fell in love with it, often he looks at the packet kept over the fridge and doesn't stop meowing until he gets some. good treat for cats.",amzn1.account.AFZARBGYIUZDFGKSXIVB7RY4AMMA,Rahul,99.575,Amazon India,R227CY1K911SK,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
[],[],0,109477.0,Good food for your cat.,amzn1.account.AGNSBEZDYFWA2Y4TDEPSANHWAH6A,shantanu27,99.45,Amazon India,R15JSHC4ARKFFR,4.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
[nutrition_ingredientst],[chicken],0,109478.0,My cats loves Whiskas Chicken,amzn1.account.AEALKE7IAQRFUPBOLGDC3PPGVD7Q,Amazon Customer,99.32,Amazon India,R11EUH598WMZ2Q,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
[pricing],[price],0,109479.0,Same price,amzn1.account.AFIUBFHG6BJROOI3I7MM6MIBS7TA,Avijit Brahma,0.0,Amazon India,R1TB57ISW7B0A2,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
[],[],0,109480.0,Good,amzn1.account.AG6GZQEWTLE5IOK6YDCZITARH4SQ,Amazon Customer,44.245000000000005,Amazon India,R2YCSOMDA8RGZU,4.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
"[condition_of_product, dog-user-breed]","[wet, cookie]",0,109481.0,GdNice cat food.. Cookie loves itI mix it with wet tuna and give,amzn1.account.AGVWCSTJSBY42SG6POYDE777563Q,K,49.915,Amazon India,R18LAWFYMA4340,4.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
[],[],0,109482.0,Whiskas never disappoints. I keep switching alternately between Whiskas and Meo - and am very happy with both,amzn1.account.AEFHZWDWCEUOBGWMC7PGBPILJMGQ,Manish Jain,98.92,Amazon India,RTXHLGERTV6VU,4.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
[dog-user-breed],[male],0,109483.0,Funny thing is My cat who is pregnant didn't like it. But another stray male cat ate happily n after that he is not leaving my door.,amzn1.account.AFIMHTCMNFLNE33YHOTHVZM5DJTA,BINAY KUMAR SINGH,98.74499999999999,Amazon India,R1UIB9BS2KJPB4,4.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
[],[],0,109484.0,very nice product.. my cat love this food.,amzn1.account.AH6KHET6O2YKF4ZPXW4ZVOC53YYA,Amazon Customer,99.27,Amazon India,R23YSBJIY6ES7E,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
[pricing],[price],0,109485.0,Good price,amzn1.account.AFG2NOYVBKBDQNQTXHNSW226Y5AQ,rahul ravi sharma,48.355,Amazon India,R250XK7P6UI1K4,5.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
"[all, dont_reply]",[product],3,109486.0,this is a very good quality product....my pet cat love this food..so i am satisfied.....,amzn1.account.AF7NM7HKOAAPFSGW7UTSKMMJAWJQ,Ananya Mondal,99.66666666666667,Amazon India,R1DZZAVUAKGS0Z,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
[all],[canned],0,109487.0,i would preffer canned fish or meow,amzn1.account.AEHG4UNERHVEALFPIJ4ZQ737L2PA,wanderlustsummer,0.0,Amazon India,R3T3Z8E6H5IFNR,2.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
[],[],0,109488.0,good,amzn1.account.AEPKQNCCNFNUGC6I7O4HT4JONUBA,Amazon Customer,44.245000000000005,Amazon India,REIST4IZPEBQI,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
[],[],0,109489.0,my cats love it,amzn1.account.AHNIZ25ENEXIF2VRIJH737XYC6WA,AmazonMonster,99.65,Amazon India,R2P85SO4L22OCS,5.0 out of 5 stars,Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!
[],[],0,109490.0,Very nice my cat loves it..,amzn1.account.AFLSEJFIPDEOCEM7XQ7M4F3NYQZA,Amazon Customer,99.9,Amazon India,R2IEW3K7DUR9R,5.0 out of 5 stars,We are happy that the product met your expectations! Thanks customer name for leaving the review.
[dog-user-breed],[baby],0,109491.0,"My baby love it,.....",amzn1.account.AGP36OJ7ZKKTD6CQ7AOTGNNNGJKQ,smita,99.65,Amazon India,RIPBQAY6O9N9E,4.0 out of 5 stars,Our customers are our first priority. We are happy that the food was liked by your dog!
[],[],0,109492.0,Previous cat foods were disdainfully rejected by my cats. This one all of them like.,amzn1.account.AGGFVFX4CKXQCSMVIPS6A5RIQ4HQ,Amazon Customer,-0.24500000000000077,Amazon India,RR7ZCGEMT56TB,5.0 out of 5 stars,"DearAmazon Customer, We apologize for the bother caused. If you don't mind connect with us on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
